Nit,Productos_ahorro,Saldo_productos,Variacion_saldo_6m,Diversificacion_productos
92079634,8,51123950.24,-0.28,2
71775575,5,51318764.74,0.9,3
60350158,4,155686105.08,-0.16,2
39825833,2,188113892.03,-0.24,1
47014486,4,154708442.86,0.07,1
56897331,4,151801230.92,-0.96,3
74460261,1,126987045.5,0.71,1
90418563,8,94597128.38,0.86,2
33759876,5,33222584.87,-0.78,3
27713448,6,23452503.06,0.76,2
31725803,3,171626064.69,-0.99,1
45522919,4,143389512.19,-0.37,3
58320330,8,184686732.1,-0.04,2
34571210,1,7213497.98,0.91,3
74262087,7,12945575.93,-0.62,1
64428952,6,61972546.01,0.46,2
74919038,4,69298668.26,0.18,2
26805885,6,77347090.02,0.71,1
75697233,5,123679459.26,-0.8,2
71106091,2,198427824.45,0.52,3
28746603,3,64496830.53,-0.9,3
64281553,0,0.0,0.86,1
91561339,2,194908407.72,-0.9,2
76454577,1,124817714.33,0.84,3
87365163,8,126268105.13,-0.68,3
19565697,2,144302328.12,0.68,3
15008029,1,4895218.93,-0.35,1
62931665,4,108746586.49,0.4,3
53266078,0,0.0,-0.46,1
62693999,4,25604978.92,0.46,2
10645452,8,57487485.91,-0.63,1
45209875,3,12944730.3,-0.08,3
65679345,7,56897003.03,-0.77,3
82837654,6,151339644.1,-0.66,3
70302441,0,0.0,-0.91,2
72609637,5,28925722.36,-0.36,3
58687330,2,34895836.67,0.38,2
35687139,2,61526786.27,-0.92,2
95353916,5,22176374.13,-0.85,2
13298771,6,145970826.47,-0.33,2
76432194,1,59874675.59,0.44,2
72678143,8,171301036.54,0.9,3
12170972,4,33983306.6,0.51,2
29507718,2,59851942.62,0.48,2
55544667,2,92525081.68,-0.46,1
72532335,0,0.0,0.22,3
61500579,4,85390657.51,-0.16,1
97101855,2,17937659.13,0.11,2
22724780,5,126797526.75,0.34,3
33300461,7,197759204.47,-0.94,1
58399880,8,165592314.57,0.78,1
42259441,5,129455681.97,-0.14,2
33722314,4,148345248.98,-0.78,3
60124417,8,40313814.31,0.8,1
66944650,6,44178030.64,-0.91,2
43920506,4,8015749.93,0.88,3
26196494,0,0.0,0.19,1
65553258,7,33834865.83,-0.64,1
37149854,2,59379641.89,-0.36,3
75595739,8,95226198.09,-0.23,1
55337533,7,155173879.21,0.84,1
77286239,3,111236867.38,0.12,2
30025496,6,136766449.31,-0.58,1
88798939,0,0.0,-0.27,3
15902232,0,0.0,-0.67,1
45782098,2,146750381.35,-0.08,3
74429915,2,67624272.69,-0.28,2
93711616,7,130636145.6,0.39,2
37504324,1,43700960.81,0.62,3
73978441,3,186791323.36,0.02,3
16400553,3,172406362.03,0.22,3
89612833,5,156412802.36,0.4,2
49539939,2,180503364.83,0.22,2
30402369,2,189324357.46,0.38,1
20977809,2,172555593.01,0.67,1
94986700,6,189632544.6,-0.95,1
81392531,5,73088081.35,-0.85,2
53618942,6,133751614.66,-0.18,3
95505610,8,52777790.7,0.27,2
80673981,8,156658716.82,-0.05,1
26533981,8,101067506.08,0.93,3
51351647,7,170566119.95,-0.38,2
84348831,3,16612057.47,0.25,1
38298929,2,16310216.12,0.77,1
71888509,6,77669965.9,-0.65,2
15343926,2,70080095.27,0.43,1
22620315,2,185652264.14,0.93,1
40576969,3,25550710.16,0.24,2
76560469,3,186194488.8,0.14,3
77505910,2,25787778.45,0.3,3
71791056,1,73821827.36,0.58,2
48928917,0,0.0,-0.94,1
32788010,4,48357158.48,0.22,3
20771408,4,187522908.17,-0.08,1
62015063,7,104114674.36,0.9,2
80572451,2,133936306.49,-0.47,1
21459705,4,192799757.7,-0.67,3
55649911,4,169309731.86,0.68,1
90782073,1,112505782.91,0.31,3
10111597,2,130252912.98,-0.91,3
47921658,1,19982532.41,-0.81,3
86908851,6,5497031.44,0.03,2
29171235,6,174652788.42,-0.43,3
97722907,5,38414096.38,0.78,2
82087885,6,47344450.41,-0.72,2
39356985,5,72581790.04,0.39,3
22064163,2,23723914.93,-0.17,1
31962053,5,106728757.58,0.41,1
47682173,7,58665619.96,0.94,2
25881023,6,160706048.38,0.59,3
91498955,0,0.0,0.56,3
66430140,3,50069499.93,-0.06,3
90039901,4,168039543.52,0.34,1
20259550,3,175000911.8,-0.54,1
38058883,6,180128745.75,-0.14,2
34595230,0,0.0,-0.08,2
60525850,2,159304495.36,-1.0,3
48070457,2,35202011.48,0.28,1
26016792,7,16123181.87,-0.79,3
96424389,3,140818389.19,-0.44,2
28392836,2,30922935.8,0.14,2
43231474,8,85522775.46,-0.47,2
99733978,3,34581565.34,0.27,3
16252551,5,70509807.12,-0.68,1
33489800,5,162001671.63,-0.06,1
90298766,6,160609297.02,0.68,2
59464803,4,67723847.64,0.58,2
21319032,0,0.0,-0.23,3
77409631,6,130792762.5,0.09,3
31821255,5,192188686.35,-0.48,2
97864302,2,25202527.55,-0.81,2
22639602,1,158174619.58,0.54,2
57918862,4,62759074.25,0.22,1
86645028,1,57193434.54,-0.74,1
40825554,1,63756145.47,0.55,2
77626790,2,148094494.82,-0.44,1
16807173,2,59303703.78,-0.19,3
17647442,5,175740195.61,0.62,1
58395576,4,24560788.18,0.78,1
65400027,2,6413277.15,0.05,1
75594704,1,64344767.31,-0.4,3
35621906,8,18308207.64,0.48,1
19816702,6,2336784.18,-0.68,1
25474878,2,193680773.08,0.16,3
68139466,7,177263240.5,-0.33,1
57915342,6,137159391.03,0.25,2
76936329,0,0.0,0.17,2
80825578,0,0.0,-0.44,1
18241730,8,188904521.38,-0.01,2
94361277,8,161926967.17,0.12,1
95066114,3,116522037.75,0.0,1
66838296,3,154190087.26,0.41,1
64494867,5,110564279.6,0.13,3
93737948,7,109882010.8,0.85,3
19271125,8,171411642.32,-0.72,1
96990712,3,59504230.79,-0.04,1
25760206,7,120917180.43,-0.14,2
82593044,1,190371176.84,-0.11,2
86569846,6,161273540.12,-0.51,1
70840435,1,133267363.9,0.66,3
35666076,0,0.0,0.26,1
83143807,2,176246297.12,0.49,1
76641454,8,161760803.28,0.21,1
97601302,0,0.0,-0.31,2
75639473,2,19697140.97,-0.23,2
92765014,4,10823771.59,0.56,3
56195678,3,49206606.08,0.41,3
51228931,0,0.0,0.88,1
12675059,6,92288927.39,-0.82,3
49425136,7,104428636.7,0.46,2
77528955,7,119736983.86,0.71,3
90371650,0,0.0,-0.15,1
21687988,4,14544396.89,0.24,2
27036417,0,0.0,0.71,3
11786936,3,119698753.81,0.9,2
90003269,0,0.0,-0.64,3
92976390,1,97433333.38,0.31,3
76496658,1,7436275.13,-0.59,3
98219307,3,98877041.5,-0.37,2
24812736,4,57074986.12,-0.18,1
20542374,4,25439185.05,-0.85,2
77312338,0,0.0,0.41,3
50636012,2,21905549.78,-0.29,3
60458393,6,88139986.96,-0.58,3
51083563,1,192285787.65,0.09,3
85255701,1,163981763.09,-0.14,3
11802572,6,195503692.97,0.96,2
43027291,3,18430754.41,-0.49,3
84429837,7,22828031.72,0.71,2
73370581,0,0.0,-0.98,3
33443229,1,175873406.44,-0.98,1
29872255,5,164612021.14,0.19,1
86871123,4,183275704.56,-0.53,3
37862763,6,16522966.09,-0.77,2
61232442,8,170892679.17,0.72,3
62264105,5,63735305.7,-0.52,1
44961971,1,74601136.02,0.97,2
49623167,4,177902023.31,0.85,1
87594430,6,82277252.82,-0.12,1
31057640,4,123669748.98,-0.69,3
48775659,5,191181841.27,-0.54,3
59029440,0,0.0,-0.61,1
10313678,5,16945133.74,-0.29,2
62120735,0,0.0,-0.91,1
55476103,6,87757862.29,-0.66,1
85144032,8,67388065.83,0.62,3
45997148,1,28902494.04,0.44,1
44781535,5,158149366.37,0.18,3
40680559,0,0.0,-0.87,1
93552126,1,39495766.35,0.28,2
17426041,8,15414570.36,-0.77,2
21224905,0,0.0,0.83,2
60865533,7,171302144.38,0.31,1
34177315,6,172604186.4,0.55,1
78900320,5,65631621.58,0.71,1
20999719,3,109216952.71,0.13,2
56350340,5,185437238.04,-0.16,2
71850768,3,85881167.77,-0.62,1
31383518,8,65661728.37,-0.78,1
16867526,0,0.0,-0.98,2
85159269,0,0.0,0.91,2
18237180,4,148021303.78,-0.3,3
12598677,4,140932231.48,0.13,2
84304782,7,191956325.84,-0.72,1
19247076,3,110347031.4,-0.42,1
21424241,2,81295445.44,-0.51,1
86780696,2,115576729.92,-0.8,2
93157044,6,126215311.05,0.8,3
93993078,0,0.0,-0.36,2
49895909,8,107575452.34,-0.67,2
34579521,5,135235770.37,-0.17,1
14714714,1,128501914.15,0.34,3
99259632,4,75451272.76,0.26,2
85878175,0,0.0,0.91,3
68524948,5,73827113.78,0.48,3
32964675,2,1978196.46,-0.32,1
71418713,6,110673507.58,0.68,1
36694369,3,113524248.75,-0.85,2
91506061,3,20750091.59,0.66,3
69431438,6,110678628.62,-0.65,3
66987937,7,83804773.59,-0.66,1
18468899,8,28978002.69,-0.01,1
81131474,0,0.0,-0.65,1
37158173,8,181445965.87,-0.78,2
38623834,1,173073633.35,-0.14,1
83195404,3,78342106.18,0.71,1
28674894,0,0.0,0.54,2
38437165,5,108989692.7,0.71,1
37365047,8,119739865.85,-0.77,2
35276396,1,13257055.58,0.76,1
20624757,0,0.0,0.38,1
83141283,7,105570515.34,-0.17,2
16377844,5,17123230.37,0.97,1
93479810,8,187950288.01,-0.59,3
59357330,6,148514587.74,0.49,1
65362459,2,82018143.48,-0.66,1
91391638,7,84829669.37,0.54,1
14841712,1,125679307.11,-0.06,1
75729516,7,113193574.77,-0.51,3
67132904,4,101334702.9,0.31,2
77509963,0,0.0,-0.46,3
47637372,6,139483433.37,0.71,1
17910541,7,134218003.03,-0.29,2
95082925,7,103307402.07,0.75,3
17708098,2,129377420.36,-0.57,3
33102222,3,197314221.56,0.2,3
18665394,7,38877517.0,-0.5,3
97969751,3,77324498.16,-0.86,3
64492659,0,0.0,0.52,2
69138055,4,12706371.78,-0.17,1
57447108,6,1381660.01,0.15,3
64095549,8,134131797.21,-0.86,1
98404542,8,2451739.89,0.74,2
50571791,3,168130526.14,0.88,1
73544727,1,12577164.82,-0.37,2
81393797,0,0.0,-0.51,2
49832694,0,0.0,-0.69,3
89150904,1,182979580.55,0.53,1
12436126,7,138395530.29,0.95,3
76033157,0,0.0,-0.12,3
36522082,4,177442294.2,-0.74,2
54349646,3,42000761.98,-0.95,2
25608476,1,6405980.93,-0.36,3
44718274,3,110951819.5,-0.39,1
48985674,0,0.0,-0.86,1
14641154,5,141007765.05,0.56,3
57417161,2,72199151.61,0.7,1
93507119,3,175740599.08,0.35,3
81382351,2,130689022.85,-0.94,2
82914208,4,170901756.37,-0.9,1
76900930,4,184783081.21,-0.68,3
83767051,7,183959102.46,-0.45,1
40115768,2,60119753.27,0.56,1
79540139,0,0.0,-0.42,1
16894604,0,0.0,-0.69,3
23783703,4,195742862.76,-0.27,1
26335839,5,63361626.68,-0.84,3
63253228,8,135226826.53,0.65,3
17744996,0,0.0,-0.2,2
91836180,7,173208712.19,-0.42,2
84309486,3,148619871.99,0.06,2
49633979,8,3526795.4,0.34,2
25032754,2,82254987.2,-0.98,3
87987860,8,43408202.45,0.67,1
69632490,2,76190764.13,-0.35,2
25939965,2,95867824.99,0.93,3
81284980,6,180494776.98,-0.76,1
89690824,3,67308837.63,0.3,2
54849849,3,57746192.73,-0.57,3
45850829,5,168401365.29,-0.48,3
42350597,8,38008026.32,0.81,3
28325056,1,102911462.44,0.44,2
39633079,7,11003161.21,-0.42,1
59289474,7,110138785.12,0.19,1
59287593,6,44270346.29,-0.49,1
21260933,0,0.0,0.1,3
12998277,6,144651070.32,-0.36,3
41465662,4,125889609.95,0.69,2
35682067,7,86975175.37,0.06,3
50743316,4,142366285.91,-0.88,3
35705177,2,124622280.15,0.37,1
28888793,0,0.0,0.59,1
12896695,4,44573955.82,0.76,2
99300831,8,93209052.21,0.87,3
83977865,5,29203263.19,-0.68,2
30833366,1,121088782.25,-0.62,3
83068281,7,97004124.3,0.1,3
29217558,5,143090436.82,0.46,2
82822813,0,0.0,-0.79,3
96833572,8,31715821.26,-0.67,3
72320095,8,79530137.67,0.69,2
12286113,0,0.0,0.28,2
25946856,2,20532919.42,0.04,1
22928171,8,67154134.65,-0.17,2
71109746,0,0.0,-0.59,3
90119829,0,0.0,-0.17,2
13607838,3,158041304.32,0.23,1
55173126,1,49890802.64,0.47,2
34792335,1,77219995.87,-0.6,2
77667731,0,0.0,0.34,2
99225514,5,90858531.14,0.25,3
50419953,6,192204555.19,0.7,3
99528082,6,60329077.33,0.56,1
93926831,7,35718854.66,-0.21,3
33831946,0,0.0,0.0,3
39564878,7,165181012.4,0.37,2
80288113,3,49338869.45,0.46,1
37798828,4,92841109.64,-0.73,1
78097008,6,129173454.07,0.52,1
50266403,7,89259367.86,-0.04,3
19428143,2,5181147.65,-0.16,1
82792918,7,186769770.28,-0.88,3
62615950,3,112636976.29,-0.45,2
61129282,7,46585071.63,0.3,2
60703199,5,14170475.9,0.94,2
81278759,8,86513756.19,0.79,2
36873445,6,61476033.15,-0.96,3
21624533,2,170716517.76,0.84,1
86588685,7,189063664.12,0.13,2
38808016,2,85715791.28,-0.02,2
20304562,3,93156688.27,0.91,2
83317487,8,50984920.72,0.56,1
14007374,5,66735258.0,0.29,3
55523385,1,155799310.16,-0.19,2
36343926,0,0.0,0.88,2
35627657,6,85875555.22,-0.76,3
22461289,5,9921127.6,0.62,1
37782494,6,169454467.17,0.64,2
45309173,1,176806042.17,-0.07,2
83569148,6,177195379.98,0.31,2
89239368,1,198651091.88,-0.39,1
65426381,8,137001423.82,0.07,1
31701522,7,137891990.03,-0.32,3
61283358,7,158803516.67,0.26,3
47861859,5,51629861.0,-0.89,1
71547956,2,64843141.68,0.47,3
38205030,5,20519313.92,0.47,3
42593753,4,139478769.76,0.08,1
74654343,3,41545538.85,0.61,3
67251991,4,122229831.57,-0.58,3
91021138,8,15299747.46,0.82,3
28074543,6,16146913.06,-0.83,1
57222429,6,163126960.25,0.25,3
64343225,6,81133961.2,0.42,1
19224277,1,167810581.91,0.86,3
74812744,4,49483371.01,-0.82,2
69586553,0,0.0,0.03,3
43865726,7,141144348.81,-0.97,2
92663727,5,168875320.07,-0.02,3
11613955,5,136260931.75,0.12,2
23872512,6,196510937.61,0.85,2
15034971,4,50640727.96,-0.03,3
75201349,5,31939268.39,-0.89,2
38104750,3,127030031.46,0.64,1
99164532,8,76804228.62,-0.09,1
72670026,4,196587682.86,-0.8,1
20257668,8,28491692.91,0.87,1
92936497,7,75402576.2,-0.55,3
98429591,6,41314904.74,-0.17,2
25635118,6,140435143.06,-0.28,1
63400337,3,65256972.39,-0.4,1
46073811,5,86558941.21,-0.82,2
72818252,8,184399986.74,0.32,2
39981956,1,89945034.7,-0.61,1
64579485,5,89443028.23,-0.65,1
58913920,6,13137797.22,-0.01,3
32930517,3,48606751.98,0.69,3
92572113,1,119235840.44,0.52,1
44723396,8,23762727.85,-0.6,1
49612446,4,162064413.98,0.6,3
35960887,5,56447963.45,-0.64,1
51149400,3,124283024.36,-0.37,2
32614427,3,155822451.34,0.95,2
47683727,7,148151937.97,0.56,3
81076788,1,41214362.04,0.28,2
40852433,4,127805927.74,-0.46,2
30961953,3,171869684.44,0.36,1
64639028,1,110666246.22,-0.88,3
64288748,8,47387940.61,-0.43,3
60181268,4,83381990.81,0.62,1
26268510,7,195637206.89,-0.66,2
30059394,0,0.0,-0.26,3
23434640,3,16269985.74,0.49,1
99797820,7,87496649.24,0.03,2
45149177,6,63158914.58,0.12,2
73771225,1,97988038.74,-0.65,3
48338309,1,58887762.79,0.72,3
48856859,2,94386128.01,-0.18,1
41126215,1,139101834.69,-0.65,3
84456829,4,109345180.69,0.21,1
76405817,5,155075902.17,-0.98,1
74970412,7,62125631.51,-0.98,1
32643090,6,199393161.74,-0.63,3
54511845,7,171407963.56,0.71,2
83276188,7,99074151.73,-0.71,3
59266326,3,158604342.84,1.0,1
21356782,8,80079698.77,-0.85,2
91108895,8,129528097.07,-0.28,1
73235849,3,11984240.57,-0.0,1
83575002,8,176083759.1,-0.39,2
78477104,7,147655187.2,-0.53,1
15771712,2,196207310.96,-0.73,1
82311526,1,4083578.81,0.26,3
21737018,1,42565438.61,0.97,1
53877102,0,0.0,0.24,2
15168394,6,183558205.14,0.8,1
63895381,8,155343794.83,0.23,1
73174271,1,19408607.09,0.42,2
92971909,3,148589663.18,-0.4,2
62468802,4,188367388.27,-0.5,3
18644157,5,129880628.45,0.07,1
73397403,2,78914282.61,0.85,1
94261074,8,193756306.22,-0.97,2
62034523,2,150013143.22,-0.84,3
50491724,0,0.0,0.84,3
30926501,3,139118239.27,-0.49,1
34149034,7,184274838.6,0.34,1
41755668,5,52913308.38,0.58,2
28555866,7,36523438.86,0.3,1
84516157,8,161732888.04,0.07,1
21814957,4,84892006.12,-0.93,2
46353477,8,156312604.06,0.32,3
18292005,3,105370008.09,-0.6,3
19557706,1,165619877.43,-0.54,2
71548776,5,191134300.45,-0.81,2
83692880,7,98309014.58,-0.85,2
14668710,4,167517073.6,0.1,3
78758342,1,111384791.37,0.23,3
74215197,2,120872218.62,-0.68,3
43234324,6,67663910.68,0.64,2
17883679,1,16728290.3,-0.8,3
81705082,8,11077315.79,-0.06,1
99330424,5,78255555.51,0.21,3
22002333,3,152094386.81,0.62,2
46817415,1,87751564.09,0.83,2
72746898,3,181120510.3,0.36,1
89729131,4,80240532.78,0.72,1
13576758,2,14815071.76,-0.68,2
13832733,7,103529827.03,-0.32,2
44294606,4,95259268.24,-0.97,3
10203811,1,44980298.66,-0.1,3
95515574,6,118217037.78,0.63,2
98259627,4,88760972.78,0.8,3
87091994,8,165978653.49,0.77,2
58751692,8,6913021.57,0.27,3
82871501,2,22259012.37,-0.68,3
59522276,8,87474469.14,0.55,2
38108207,0,0.0,0.99,2
72246429,1,13353913.07,0.88,1
17045158,3,93629754.87,-0.33,3
49111692,4,72858315.4,-0.32,1
66094863,3,79960316.45,0.65,2
13795627,2,31038529.99,-0.15,3
44806214,4,29505645.15,0.05,1
95952879,5,174245223.63,0.56,2
69166966,2,32177516.08,-0.56,2
90661548,6,107721979.0,0.99,2
11730934,3,67136631.43,0.15,2
65665954,7,72129355.61,-0.23,1
55052110,8,5402962.36,0.91,1
28233314,5,52395876.22,0.67,2
76779654,5,310367.98,-0.93,1
58746429,7,148366347.05,0.25,2
38489969,8,56540211.45,0.58,1
63620333,4,141909148.21,-0.66,3
38891437,3,44159827.32,-0.35,1
85594847,3,159477480.89,0.08,2
45374373,8,41094959.82,0.6,3
47503676,3,183190580.26,0.87,3
30274535,0,0.0,-0.88,1
25208735,1,83468133.52,-0.63,2
62521113,5,111590364.68,0.09,3
52023334,1,28000249.61,-0.5,3
79357617,8,102680560.95,0.17,1
22248270,7,141153965.27,0.77,1
91484339,5,134735646.14,-0.86,2
94269909,4,186673155.36,0.39,1
39334386,8,17022691.03,0.74,3
33361748,0,0.0,-0.47,2
37241537,5,92223702.57,0.03,1
32284148,3,149896352.22,0.81,1
61354410,3,142254461.11,0.49,1
50352593,7,130337376.64,-0.24,2
57609494,3,7685267.65,-0.6,2
27331916,4,54942149.25,-0.62,3
58100671,7,39898588.64,-0.2,3
98334312,1,33662104.58,0.61,3
39363056,2,120683121.34,-0.74,3
44764712,3,174005345.54,0.44,2
26809525,7,58581546.19,0.89,3
26817665,4,187405377.65,-0.27,3
53683871,1,68351237.9,-0.11,2
42838499,7,46398259.18,0.88,1
84017665,1,20686075.99,-0.44,2
34870759,3,41711680.95,0.26,3
96488306,0,0.0,0.1,2
14793485,1,56795021.72,-0.08,1
95390995,3,26266252.88,0.46,3
71629016,6,4660822.48,-0.74,1
81976937,1,44476261.79,-0.0,1
42237104,4,177025542.82,-0.17,1
84243719,3,124769507.11,0.98,1
91265627,7,13004692.66,-0.62,2
30121517,7,107584350.78,0.81,2
33305364,4,46240224.31,0.57,3
71891999,5,102017920.42,-0.17,2
87033991,0,0.0,0.65,3
48123230,2,184539431.62,0.31,2
79010276,0,0.0,-0.23,2
70474473,6,110396348.92,-0.85,2
85403546,3,127167161.83,0.72,3
41505511,1,130797023.57,0.43,2
63531682,2,81246446.46,0.14,3
45870832,1,85424833.04,0.17,3
44724147,7,159917331.13,0.27,3
84991502,8,190663566.73,0.04,3
34261566,4,14537538.26,-0.31,3
63380148,7,48518108.31,0.54,1
74126810,2,162823972.23,-0.74,3
51178192,3,35439299.89,0.26,3
49336769,2,20883232.29,-0.86,1
82377712,5,9370536.61,-0.38,1
81178481,7,13181648.05,0.29,3
66827934,6,16412173.54,-0.28,2
66483644,7,7603688.99,-0.42,3
76347876,6,112410122.99,0.01,2
92023784,5,74188511.19,0.21,3
43022184,7,96832783.43,-0.5,3
93205729,8,179027028.17,0.13,3
15305377,7,15647148.48,0.4,2
55618418,4,23619071.52,-0.77,3
31857206,5,18656898.83,-1.0,1
99721602,4,197545209.05,0.84,1
79242384,2,50118732.75,0.74,1
35115341,4,92237499.45,-0.02,2
69694757,5,57776808.69,-0.63,1
61235712,7,59354267.39,0.23,1
75648637,5,16397932.11,-0.38,1
15806191,3,39297440.41,-0.13,1
59667484,1,174278907.81,-0.37,3
84901379,3,20894872.71,0.11,2
57341884,7,108914751.74,-0.09,1
46164752,1,145139359.68,0.29,3
22429979,8,113935894.85,0.49,2
24250673,3,167201339.19,0.27,3
10671367,2,11023552.46,-0.14,1
15846945,7,185760180.28,-0.38,1
76280798,7,129578934.0,-0.29,3
55633295,5,110023822.08,-0.04,1
40290697,1,72561408.95,-0.06,1
68569063,2,197806005.45,-0.95,1
53032907,7,60325173.77,0.28,1
44641813,6,186986232.89,0.5,3
11147407,5,161993274.87,0.09,2
93895370,2,85091445.48,0.29,2
93230931,3,16424013.05,-0.45,1
70574336,3,27533333.91,0.47,1
47833922,3,36722144.68,0.91,2
11850123,6,60822571.83,0.35,3
95464093,0,0.0,-0.74,2
22418492,5,129046309.19,-0.36,2
91278261,4,193889805.74,-0.96,1
34517284,1,171217401.69,0.85,2
86282560,7,128980346.37,0.21,3
28786096,8,176826216.19,0.28,1
26660146,3,81954347.47,0.02,1
87377991,8,86065927.55,-0.64,1
91055739,6,183652188.41,-0.04,3
46028859,4,169448130.78,0.47,3
19961174,0,0.0,0.66,3
82118350,0,0.0,0.9,2
13368410,5,90335228.69,0.28,3
78043678,3,64762978.26,0.99,1
14932206,8,20038278.61,0.3,1
42449991,0,0.0,-0.61,1
35472313,0,0.0,0.58,1
92406646,3,117161580.9,0.55,2
83515241,2,132665705.85,-0.27,2
85025027,6,193534685.91,0.46,3
46317166,5,86714118.68,0.51,2
30929770,1,62021643.89,-0.03,3
20617218,8,171234747.96,-0.94,2
54081070,7,25064308.94,0.15,1
67648288,5,20894704.3,-0.68,2
64233007,4,149119632.5,0.54,2
26668096,7,157972318.53,0.01,3
34632436,5,174150507.65,-0.75,1
70383472,5,104948395.51,0.97,2
76475033,5,8642756.22,-0.93,1
10988807,4,132666814.78,-0.51,1
75554383,1,96654737.33,0.39,3
21315081,2,141657153.18,0.81,1
82890665,3,80073380.97,-0.19,2
53928283,7,93634242.26,-0.05,3
58424587,2,172850292.87,0.09,3
64220848,8,149007974.02,0.12,2
23977229,6,40978391.12,0.71,2
44254498,5,87976406.92,-0.58,2
98095499,6,59072182.97,-0.65,2
48872691,7,106986511.8,-0.06,3
60895915,2,4054962.8,-0.87,1
46347585,4,131023906.81,0.63,1
92382593,5,102736756.33,0.39,2
13922874,6,35812991.91,-0.24,3
33599376,7,72952832.72,0.08,2
33996809,2,112866679.95,-1.0,1
58625425,3,134054193.67,-0.78,3
89663893,5,85196299.51,0.62,1
14850258,2,147023672.55,0.17,3
35573433,5,134123725.34,0.24,2
14622900,7,77790996.36,-0.69,2
35866240,0,0.0,-0.48,3
64483159,7,134197276.92,0.28,3
13538236,1,171725205.94,0.78,3
66458467,2,7297441.4,-0.79,1
28859480,7,151779949.73,0.21,3
31614051,5,191557476.85,-0.99,2
61940638,5,3901071.44,0.63,2
12701822,1,132582402.58,0.61,1
63700161,3,83142090.83,0.7,2
57088530,1,30967796.16,-0.14,3
96525748,0,0.0,-0.37,1
68165195,8,48449833.91,-0.57,3
88723836,6,195104288.64,0.87,2
42689149,2,159372901.23,-0.24,3
38410005,1,89456527.93,0.39,1
49207958,7,198915859.79,0.23,3
26681715,0,0.0,-0.65,1
17394518,2,48090071.25,0.9,2
68548622,8,75028142.3,0.11,1
71307289,6,54481646.29,-0.33,1
12078850,3,17108273.03,0.67,1
92506582,0,0.0,0.84,3
54300435,0,0.0,0.61,3
57731068,5,50516755.56,-0.75,2
71152364,5,93838217.68,0.64,2
44931239,6,183134196.0,0.14,1
17741734,4,178515956.1,-0.96,2
74701559,7,150491392.72,0.21,2
88692807,8,10089308.26,0.01,2
36617361,7,122053487.88,0.27,2
74172741,7,41697128.41,0.85,1
26424078,6,44039139.58,0.29,2
29371705,8,150057700.2,-0.18,3
28797828,1,16669645.77,-0.19,3
95711078,4,12651973.72,-0.38,2
89913213,3,91952510.98,0.45,3
74268616,1,62926816.93,0.79,2
35698182,6,148564621.56,-0.59,2
16817064,7,75453672.99,-0.31,1
77409929,3,134963440.24,0.59,1
53973529,2,33203428.58,0.31,1
54919619,0,0.0,-0.62,1
34657125,4,106729467.32,0.19,1
54076567,1,175777944.72,-0.55,2
54083277,3,57833580.11,0.58,1
31556648,1,129005788.84,-0.57,3
92487488,1,72038059.07,0.76,2
51517456,5,195579151.2,-0.96,3
92868486,5,149163076.52,-0.38,2
87392200,1,22211503.85,-0.65,1
13031402,7,96080308.4,-0.47,3
13436386,6,145126919.47,0.61,1
43750393,2,26250853.53,0.79,3
51291531,6,75781809.73,-0.56,2
80854914,0,0.0,-0.7,1
81234894,6,144634777.38,-0.88,1
63837908,2,195088817.27,-0.74,2
53447817,1,195227889.07,-0.96,2
39263648,2,105674228.89,0.29,1
28919213,5,89595074.73,0.56,3
47633594,4,138698210.1,0.59,2
41305989,7,44461675.96,-0.55,1
90848769,7,128034643.32,-0.61,3
83513756,5,112259849.04,-0.4,3
13429031,8,168300399.61,0.0,2
37751264,6,134067122.65,-0.29,1
84997187,0,0.0,0.33,3
43327427,0,0.0,-0.39,2
38101860,5,43566925.15,-0.96,1
59305277,3,184868600.22,-0.1,2
32771515,7,35250439.89,-0.54,2
85030139,8,133994509.64,0.83,3
20202707,8,92457957.82,-0.87,2
55826774,2,189395322.65,0.46,3
34098028,8,128334049.11,0.08,3
31467352,4,8331951.08,-0.86,2
52245952,5,31704987.28,0.25,3
43432821,0,0.0,-0.55,2
61139007,2,158244686.25,-0.41,1
95819710,8,158953768.07,0.39,3
94950447,3,22637149.04,0.55,2
74277907,5,198315940.04,0.08,1
29544100,2,116353196.45,0.21,1
32003263,1,74249477.86,0.29,3
74449242,2,27908277.04,-0.17,2
69091954,2,12887772.08,-0.71,2
87725060,7,51683918.9,-0.21,3
32107169,1,85067470.21,-0.18,2
37559490,7,49766382.7,-0.41,1
44654416,5,143964504.15,-0.78,3
76413373,2,133046393.17,0.09,1
92205847,5,69431432.92,0.24,1
86692354,2,13996760.07,-0.75,3
58209094,5,11500953.72,-0.63,1
45949144,8,102893992.43,-0.36,1
44675447,4,10879667.25,-0.19,2
86040002,7,117226144.17,0.23,3
88300238,4,124140964.99,0.56,1
87411804,7,133610282.17,-0.12,2
69541937,4,128874652.43,-0.6,3
87432604,8,109468213.33,0.36,3
84281801,2,102459750.28,0.81,1
83917671,3,116067986.73,-0.55,1
39822531,8,41593538.12,-0.65,2
98221887,4,173548040.76,0.36,3
84917779,6,188071801.54,0.3,1
60683419,5,170699869.21,-0.21,2
14546475,6,87196797.9,-0.32,3
85591648,4,57744184.67,0.97,1
91384307,8,148956835.04,0.09,2
90263451,0,0.0,-0.49,1
39019839,3,120464234.94,0.28,3
