Nit,Numero_Tx,Frecuencia_tx_mensual,Ultima_tx_dias
93050790,0,0.0,124
21047100,11,1.83,41
48199721,0,0.0,38
20531792,0,0.0,52
86002382,0,0.0,8
75875125,0,0.0,82
52566130,0,0.0,54
12029341,0,0.0,168
25962977,0,0.0,30
37692739,1,0.17,51
96288194,38,6.33,22
72200055,25,4.17,148
45324049,0,0.0,152
87936233,10,1.67,55
29625255,0,0.0,68
15369337,10,1.67,110
40687424,11,1.83,3
59402947,0,0.0,33
69187251,0,0.0,106
92344817,0,0.0,89
25534442,0,0.0,164
83336604,0,0.0,30
91054612,16,2.67,97
24649817,0,0.0,107
17857997,0,0.0,45
74473608,0,0.0,151
39988602,0,0.0,170
67472430,2,0.33,62
81048489,5,0.83,146
78738482,0,0.0,66
37355826,0,0.0,24
88490821,0,0.0,116
74526295,0,0.0,79
36408346,0,0.0,30
12568101,0,0.0,169
69686581,12,2.0,147
61629424,0,0.0,114
73640087,0,0.0,62
37207039,0,0.0,127
34423854,0,0.0,153
53426742,0,0.0,142
32224699,0,0.0,173
57866466,0,0.0,68
93849789,0,0.0,71
18018205,0,0.0,53
14928476,0,0.0,20
13886613,0,0.0,86
47564874,31,5.17,123
90143858,0,0.0,74
85831720,0,0.0,81
34873513,0,0.0,65
66052321,0,0.0,108
78302366,0,0.0,162
80438646,0,0.0,67
82225040,0,0.0,144
19143589,0,0.0,97
43935757,0,0.0,146
86310998,0,0.0,166
44517976,26,4.33,175
12426062,5,0.83,96
18209517,0,0.0,81
51049527,0,0.0,156
52548791,0,0.0,69
20127222,0,0.0,141
69193912,0,0.0,97
44512811,2,0.33,121
99155041,0,0.0,162
23655842,0,0.0,4
56754929,0,0.0,10
21290492,0,0.0,149
59347456,7,1.17,39
47581619,17,2.83,18
99774932,0,0.0,0
67470428,0,0.0,31
75955748,0,0.0,37
77115328,0,0.0,47
87086898,14,2.33,39
43399680,35,5.83,148
92164500,30,5.0,25
78270004,0,0.0,91
70139023,14,2.33,81
63944811,0,0.0,119
21042682,0,0.0,171
53778108,0,0.0,109
70564533,17,2.83,120
66817319,0,0.0,44
60596687,0,0.0,52
93505216,0,0.0,170
20589887,34,5.67,49
22679338,0,0.0,134
71766928,11,1.83,8
40601080,0,0.0,126
66656406,0,0.0,155
61727750,0,0.0,41
60335659,17,2.83,11
62296372,0,0.0,86
22602694,0,0.0,169
25927403,0,0.0,129
43150798,0,0.0,85
24671009,0,0.0,61
18821549,0,0.0,175
74496620,7,1.17,133
88686659,0,0.0,9
29485901,0,0.0,7
67145933,0,0.0,17
44157583,0,0.0,76
25589702,1,0.17,141
26091794,0,0.0,131
67704449,0,0.0,141
58604169,6,1.0,100
39092273,0,0.0,170
51665616,0,0.0,51
24367204,0,0.0,59
84394251,0,0.0,83
75242949,0,0.0,74
98988447,40,6.67,127
31277544,0,0.0,173
98194387,1,0.17,36
40548096,37,6.17,108
77840500,12,2.0,172
61017938,10,1.67,16
20149777,0,0.0,32
17553925,0,0.0,57
41209516,0,0.0,78
46771094,0,0.0,76
67203222,0,0.0,72
87951366,0,0.0,103
56894926,0,0.0,101
79289003,0,0.0,61
13719194,11,1.83,10
46838169,0,0.0,166
78541536,7,1.17,37
60895822,0,0.0,137
61954211,0,0.0,60
49412278,0,0.0,36
83949887,0,0.0,18
54150968,9,1.5,110
89268932,0,0.0,8
79574460,24,4.0,117
25842433,0,0.0,57
68050102,0,0.0,123
81513977,0,0.0,163
74134752,0,0.0,125
44968399,0,0.0,150
63719638,0,0.0,149
38417654,0,0.0,155
48620879,0,0.0,0
50411036,10,1.67,178
87180450,0,0.0,134
21462734,0,0.0,24
25317570,0,0.0,101
29396438,0,0.0,107
45490204,0,0.0,155
64900320,0,0.0,175
12422952,0,0.0,28
58950934,0,0.0,168
63553666,0,0.0,109
67728313,25,4.17,81
11861663,0,0.0,40
48918430,7,1.17,37
86549162,0,0.0,157
38075910,34,5.67,113
43604200,0,0.0,69
15167373,0,0.0,6
75094835,0,0.0,13
55721311,0,0.0,58
96149637,20,3.33,66
62431974,28,4.67,156
62857945,20,3.33,88
21669729,0,0.0,127
15628573,0,0.0,158
18091363,19,3.17,70
98847252,0,0.0,158
40595197,2,0.33,179
41218896,18,3.0,164
94814944,0,0.0,36
49462985,31,5.17,63
90458942,0,0.0,49
16508526,38,6.33,70
90090793,0,0.0,58
18140594,0,0.0,60
86429247,0,0.0,85
40904375,0,0.0,164
46850216,31,5.17,71
90539150,0,0.0,140
49989821,0,0.0,53
59382042,40,6.67,30
81243472,0,0.0,96
34309567,0,0.0,125
11248749,0,0.0,137
20987706,7,1.17,15
94562417,1,0.17,48
26172473,4,0.67,37
23849214,39,6.5,89
79205283,0,0.0,153
84274929,11,1.83,176
47297350,0,0.0,165
39452300,0,0.0,152
60875992,0,0.0,72
36270139,0,0.0,91
51991679,22,3.67,94
20938814,0,0.0,77
67062361,0,0.0,179
25467488,13,2.17,60
52539722,0,0.0,87
38076568,0,0.0,60
78989028,0,0.0,142
81485615,0,0.0,46
60711717,0,0.0,18
72918696,0,0.0,94
87656492,0,0.0,18
71161815,0,0.0,25
93997037,0,0.0,178
81842935,0,0.0,68
64645344,0,0.0,69
65186135,0,0.0,71
29654884,0,0.0,82
32221624,0,0.0,129
35971841,14,2.33,39
74897912,0,0.0,145
95081424,0,0.0,66
86182800,0,0.0,150
33384180,0,0.0,64
43970993,28,4.67,111
91880157,10,1.67,171
88573735,0,0.0,108
76259604,0,0.0,25
36935185,0,0.0,77
50710838,33,5.5,156
14801436,7,1.17,79
89258185,2,0.33,167
24212972,33,5.5,24
16931344,0,0.0,81
44179345,0,0.0,92
53464233,33,5.5,107
52861039,0,0.0,18
96814419,0,0.0,154
53976804,0,0.0,5
34150572,0,0.0,165
75877073,34,5.67,13
69115024,18,3.0,70
75440781,0,0.0,141
52192304,0,0.0,96
26480387,0,0.0,142
72545233,19,3.17,44
18625146,38,6.33,148
92367891,0,0.0,61
98595831,0,0.0,110
25802231,0,0.0,35
80717998,0,0.0,2
35319530,0,0.0,177
88838024,0,0.0,61
16630604,0,0.0,119
40334030,0,0.0,140
45341284,0,0.0,112
65654323,0,0.0,98
90034329,0,0.0,56
85248344,0,0.0,82
26819353,27,4.5,128
60470573,14,2.33,170
41578449,0,0.0,112
82521183,0,0.0,30
97180980,0,0.0,27
22184706,0,0.0,92
43929665,0,0.0,120
57118304,0,0.0,91
24166825,0,0.0,141
37726096,31,5.17,103
87232107,36,6.0,145
62289440,0,0.0,31
37320962,0,0.0,121
74642096,25,4.17,70
30279862,7,1.17,68
97777945,0,0.0,42
93774818,29,4.83,173
83092807,16,2.67,62
64482227,0,0.0,3
53096931,0,0.0,13
24999412,40,6.67,111
42788085,0,0.0,89
67318243,0,0.0,27
52168727,0,0.0,145
15539004,0,0.0,3
96128445,0,0.0,76
46316288,0,0.0,86
95957168,0,0.0,20
95999128,28,4.67,14
10029813,0,0.0,119
85188687,32,5.33,135
63543055,0,0.0,98
65191993,0,0.0,24
99857223,13,2.17,26
66832859,0,0.0,175
51850767,0,0.0,153
59582227,0,0.0,31
33424070,16,2.67,154
11615181,18,3.0,123
72044970,0,0.0,109
92004633,0,0.0,21
81143513,0,0.0,37
21527501,0,0.0,103
55789382,0,0.0,32
78459680,34,5.67,110
69490604,0,0.0,75
33544531,4,0.67,174
63152706,17,2.83,99
10458819,0,0.0,164
99239449,1,0.17,20
94330954,0,0.0,0
93330561,0,0.0,94
99571725,0,0.0,161
37274525,20,3.33,116
89107632,0,0.0,166
28831264,15,2.5,1
94949772,20,3.33,31
19332439,0,0.0,61
49627361,0,0.0,160
55017835,0,0.0,102
57118996,19,3.17,95
89371163,0,0.0,36
14051939,0,0.0,149
44424385,38,6.33,10
46652488,0,0.0,151
71036630,27,4.5,83
40325526,12,2.0,95
64525264,0,0.0,118
67415983,0,0.0,67
93367291,5,0.83,45
93400833,0,0.0,65
66755475,0,0.0,145
50228538,0,0.0,63
15216813,0,0.0,168
37923330,0,0.0,108
63689611,0,0.0,159
67405223,0,0.0,80
94811073,0,0.0,67
60685439,0,0.0,170
38606051,39,6.5,93
61716173,38,6.33,44
57516431,0,0.0,150
77330285,0,0.0,76
35515141,1,0.17,116
71869073,0,0.0,14
75896971,0,0.0,104
23938810,0,0.0,106
97545077,39,6.5,4
25300317,0,0.0,26
67228660,29,4.83,154
90038962,0,0.0,113
28194407,0,0.0,143
30124742,4,0.67,1
56374447,40,6.67,12
93724371,18,3.0,33
42881204,10,1.67,68
63013126,0,0.0,120
26310714,0,0.0,107
75176962,0,0.0,26
49727481,0,0.0,42
92051606,0,0.0,141
43384116,11,1.83,29
27599780,0,0.0,178
54338446,20,3.33,55
76774402,0,0.0,32
48598748,3,0.5,104
32435781,0,0.0,49
87640857,0,0.0,120
54011924,0,0.0,86
51092244,0,0.0,2
82307109,0,0.0,153
70923719,39,6.5,62
55859287,0,0.0,170
95871484,0,0.0,171
77087885,27,4.5,74
74773622,27,4.5,86
12126861,0,0.0,93
47333769,0,0.0,120
33066405,38,6.33,54
48243565,0,0.0,178
14178465,0,0.0,0
49262729,0,0.0,101
41502969,0,0.0,109
42769936,0,0.0,96
55704130,21,3.5,57
15243762,0,0.0,145
68085120,9,1.5,154
18231691,0,0.0,171
39348355,0,0.0,149
88769065,0,0.0,143
52972556,5,0.83,172
95582689,23,3.83,1
30346985,10,1.67,46
14590723,0,0.0,43
96698833,0,0.0,73
48144196,0,0.0,148
80238849,0,0.0,173
62450384,0,0.0,14
20232137,0,0.0,173
29427719,33,5.5,77
78227708,0,0.0,12
54820786,16,2.67,145
89293706,0,0.0,45
47448574,0,0.0,13
17042049,0,0.0,79
58835195,34,5.67,118
92947380,0,0.0,20
49781091,12,2.0,135
53189769,0,0.0,19
12781652,0,0.0,130
42121967,0,0.0,34
55327209,3,0.5,162
38715260,0,0.0,51
18836621,0,0.0,80
62617967,23,3.83,136
10931253,0,0.0,152
60874603,0,0.0,63
23968689,0,0.0,118
41007197,15,2.5,117
89047699,0,0.0,173
80416599,26,4.33,158
65122774,0,0.0,127
20186886,16,2.67,27
38474248,3,0.5,23
76073728,0,0.0,48
35538969,0,0.0,103
88951845,29,4.83,125
33463157,0,0.0,20
90486076,0,0.0,73
35851435,0,0.0,18
25020117,0,0.0,25
46345673,0,0.0,44
71357430,0,0.0,106
51592253,0,0.0,123
61552633,0,0.0,155
89076741,0,0.0,29
12604325,0,0.0,35
79870487,0,0.0,64
62008498,0,0.0,165
80892663,0,0.0,143
25940295,17,2.83,140
87354231,0,0.0,161
97773012,0,0.0,54
10432184,0,0.0,11
86707197,19,3.17,11
96222886,0,0.0,23
73342551,0,0.0,36
38500768,17,2.83,22
17517201,0,0.0,88
63239735,0,0.0,45
10658139,0,0.0,106
63302072,0,0.0,13
92969331,0,0.0,159
18234955,0,0.0,17
97991593,0,0.0,108
42033050,0,0.0,69
32992457,0,0.0,21
31094509,0,0.0,73
76470904,36,6.0,36
90518323,0,0.0,122
22859305,3,0.5,50
63393129,0,0.0,130
71452057,0,0.0,13
55894422,35,5.83,44
32381281,0,0.0,37
90330983,7,1.17,146
43857878,36,6.0,83
11398558,0,0.0,111
69705919,0,0.0,90
79870022,0,0.0,103
11717479,0,0.0,120
36964256,0,0.0,130
11045716,0,0.0,139
13823873,0,0.0,137
63293585,0,0.0,43
39260462,0,0.0,22
76411424,0,0.0,3
88432484,0,0.0,78
47248225,0,0.0,18
59729314,0,0.0,19
83224626,11,1.83,119
74910193,3,0.5,20
20509308,0,0.0,1
46108021,0,0.0,159
95584493,0,0.0,140
37696893,0,0.0,126
23027415,0,0.0,132
65291772,0,0.0,144
52124829,0,0.0,72
64149428,14,2.33,54
34673161,0,0.0,119
81279027,3,0.5,116
15688505,38,6.33,48
19190617,0,0.0,134
81414944,0,0.0,70
40245806,0,0.0,167
24389772,0,0.0,95
67405223,16,2.67,113
83913944,0,0.0,93
26990019,8,1.33,22
29033129,0,0.0,56
34783762,0,0.0,71
87951716,0,0.0,50
47770077,0,0.0,114
66982802,0,0.0,115
69974585,0,0.0,40
43400086,0,0.0,38
75320186,0,0.0,105
12870581,0,0.0,107
68021583,32,5.33,97
33792448,0,0.0,157
18120459,7,1.17,3
88992151,0,0.0,113
65345697,0,0.0,145
93964920,0,0.0,175
82517511,18,3.0,22
77270161,0,0.0,108
38135480,0,0.0,70
79040239,0,0.0,26
81352324,30,5.0,13
45859865,0,0.0,167
75099165,0,0.0,115
15926069,40,6.67,53
30997458,27,4.5,15
16739202,0,0.0,102
45641433,17,2.83,95
75735271,14,2.33,32
47010105,0,0.0,7
73317241,0,0.0,24
17605502,0,0.0,163
35038411,0,0.0,9
78840394,0,0.0,171
16773329,0,0.0,120
18530508,0,0.0,131
82661476,0,0.0,16
50643541,29,4.83,162
41861707,0,0.0,59
83938177,16,2.67,38
55316734,35,5.83,3
91991558,0,0.0,23
40931929,0,0.0,28
66544343,0,0.0,173
19057483,0,0.0,73
14790287,0,0.0,26
27030294,15,2.5,167
92555815,0,0.0,33
80210747,0,0.0,114
99284936,11,1.83,171
10715295,39,6.5,137
28656014,0,0.0,155
30777956,0,0.0,82
36158476,0,0.0,101
29135946,40,6.67,3
12080563,0,0.0,76
37006644,0,0.0,24
25956333,23,3.83,58
15243534,15,2.5,96
71396329,0,0.0,170
42522999,0,0.0,13
21065982,0,0.0,115
68001158,0,0.0,11
54667943,0,0.0,69
96536607,4,0.67,0
81970146,40,6.67,83
94680958,0,0.0,9
12053262,4,0.67,89
37707220,0,0.0,28
33226944,0,0.0,92
40234634,0,0.0,46
45626603,0,0.0,83
38814268,0,0.0,9
49014820,0,0.0,116
68713308,0,0.0,176
64875988,0,0.0,140
20867948,0,0.0,57
32889456,36,6.0,17
78309210,0,0.0,75
25115750,0,0.0,168
89481292,22,3.67,129
32991510,17,2.83,165
72687866,0,0.0,174
78869263,0,0.0,107
91866940,0,0.0,161
83244926,20,3.33,143
92702403,0,0.0,73
22523855,21,3.5,96
33212905,15,2.5,88
23663640,12,2.0,73
47697835,0,0.0,76
45757963,37,6.17,11
40635609,28,4.67,87
27846628,0,0.0,11
98301823,0,0.0,59
53975663,0,0.0,50
36401120,0,0.0,175
33043592,0,0.0,67
40550539,17,2.83,20
39977525,0,0.0,142
51044723,0,0.0,115
65717557,0,0.0,174
83297207,0,0.0,35
47347524,0,0.0,67
45285473,0,0.0,3
16113100,5,0.83,37
43389158,0,0.0,100
26468585,0,0.0,163
93182956,0,0.0,142
97476591,0,0.0,39
12417209,0,0.0,106
94413005,26,4.33,84
33534666,15,2.5,175
12925609,34,5.67,120
25041716,0,0.0,22
94492832,34,5.67,114
67159223,0,0.0,112
20599528,0,0.0,56
75782983,0,0.0,129
84796132,16,2.67,29
84313289,0,0.0,52
15158570,0,0.0,81
81932280,19,3.17,87
82319630,0,0.0,68
95023397,12,2.0,56
15560068,5,0.83,12
62498002,0,0.0,125
16508850,0,0.0,34
78667913,0,0.0,122
83245685,0,0.0,56
70975107,17,2.83,127
62706142,0,0.0,119
86353425,0,0.0,65
77613519,31,5.17,13
43791256,28,4.67,60
19456587,0,0.0,81
97035489,0,0.0,72
98434083,0,0.0,128
26633956,0,0.0,173
76059784,6,1.0,50
39009204,0,0.0,113
53749282,0,0.0,93
58633341,0,0.0,95
10093246,22,3.67,35
68929142,0,0.0,105
36595432,0,0.0,169
90552707,0,0.0,171
97949148,0,0.0,26
72111144,0,0.0,19
45839230,34,5.67,53
40380460,0,0.0,52
54854299,0,0.0,76
51151145,23,3.83,111
87565263,4,0.67,162
59978995,0,0.0,47
90227396,0,0.0,73
44333537,0,0.0,64
33874281,22,3.67,28
60551974,12,2.0,28
42181087,0,0.0,172
57447769,0,0.0,36
80631674,0,0.0,33
99366434,11,1.83,161
73205037,15,2.5,66
50129705,21,3.5,77
86398325,0,0.0,95
81556185,0,0.0,179
27429040,0,0.0,4
46460837,0,0.0,121
71891478,0,0.0,148
66198293,0,0.0,161
74351363,0,0.0,33
68401200,0,0.0,132
14569146,0,0.0,82
29248072,0,0.0,164
29916998,31,5.17,40
37543766,0,0.0,0
41581057,0,0.0,54
28125271,4,0.67,111
36021607,0,0.0,175
31872886,12,2.0,7
79339517,0,0.0,107
40712798,0,0.0,13
44139374,28,4.67,65
11420654,0,0.0,120
54160167,0,0.0,178
72219314,0,0.0,132
72232362,0,0.0,49
18355425,0,0.0,165
66201142,0,0.0,1
25806167,0,0.0,79
78590041,1,0.17,176
94053071,0,0.0,22
31068472,0,0.0,16
81101806,34,5.67,147
98546190,19,3.17,172
36041882,0,0.0,152
93271107,0,0.0,17
15914063,0,0.0,95
37308991,0,0.0,119
68823133,0,0.0,138
57463403,0,0.0,59
38834717,0,0.0,39
39754050,0,0.0,140
51516245,0,0.0,56
16962544,0,0.0,84
99004885,0,0.0,99
95431409,34,5.67,113
92504696,0,0.0,128
60723318,0,0.0,5
98512123,0,0.0,90
36860336,36,6.0,70
84736203,0,0.0,138
89316278,0,0.0,12
56876471,0,0.0,1
44904771,10,1.67,22
21808606,0,0.0,48
80843806,0,0.0,98
18429241,0,0.0,121
69977558,0,0.0,134
19440501,33,5.5,161
53821206,0,0.0,21
23294235,0,0.0,31
64182052,20,3.33,64
51347022,30,5.0,5
21811984,0,0.0,57
12821105,0,0.0,102
70592460,0,0.0,90
32232465,13,2.17,136
93417293,0,0.0,109
27485885,0,0.0,156
66650147,40,6.67,68
81336803,0,0.0,150
29374098,0,0.0,144
22353900,35,5.83,132
69727147,0,0.0,24
47501958,11,1.83,59
50988408,0,0.0,94
52670507,16,2.67,128
64981748,34,5.67,129
96884931,6,1.0,96
13661306,33,5.5,62
20412577,0,0.0,172
44551489,6,1.0,94
40674998,0,0.0,36
93211017,0,0.0,39
92594783,0,0.0,78
80783017,0,0.0,62
81857448,0,0.0,105
79321156,0,0.0,11
64701945,12,2.0,53
30395529,0,0.0,141
44938842,0,0.0,118
74259515,2,0.33,32
87804671,0,0.0,129
91283762,0,0.0,76
22646791,28,4.67,133
17330395,0,0.0,82
12469606,16,2.67,124
56861389,0,0.0,122
78154397,21,3.5,135
44840276,0,0.0,166
81782448,24,4.0,159
77896464,0,0.0,56
93528761,0,0.0,62
50516280,0,0.0,38
15557821,18,3.0,112
45040051,0,0.0,151
62170172,0,0.0,103
94008106,0,0.0,35
48676626,2,0.33,10
19670115,0,0.0,10
55153952,0,0.0,156
88102156,0,0.0,158
61066701,0,0.0,173
77671031,0,0.0,122
88617184,17,2.83,26
35477565,0,0.0,31
56140970,0,0.0,107
28436016,0,0.0,48
87041443,0,0.0,154
45362169,23,3.83,113
13751531,20,3.33,88
71025545,0,0.0,154
51474142,16,2.67,72
63362949,32,5.33,96
21233080,0,0.0,76
91318784,33,5.5,102
26921670,0,0.0,4
90128218,16,2.67,171
43808475,0,0.0,53
98723582,0,0.0,50
48478806,15,2.5,42
92709875,0,0.0,14
75819539,0,0.0,109
78954597,30,5.0,34
76318360,0,0.0,66
64636036,0,0.0,117
86511863,39,6.5,37
25025940,0,0.0,112
84429969,0,0.0,52
60804654,0,0.0,101
15584581,5,0.83,136
72895160,22,3.67,88
57869970,34,5.67,98
44753961,0,0.0,116
78899092,8,1.33,95
84161378,27,4.5,1
96209256,0,0.0,138
53172391,0,0.0,169
58325784,0,0.0,132
18860286,19,3.17,156
70149996,0,0.0,117
54925925,0,0.0,116
16017004,0,0.0,170
47763126,0,0.0,158
60829267,31,5.17,113
26995763,15,2.5,139
24931127,31,5.17,123
40955478,0,0.0,34
86920005,33,5.5,148
47413236,0,0.0,21
45879884,0,0.0,163
24783984,0,0.0,130
24368342,0,0.0,68
65544008,2,0.33,56
36559312,0,0.0,102
10928252,0,0.0,54
10600338,34,5.67,19
56684370,21,3.5,71
42992373,0,0.0,162
32323902,0,0.0,124
80635049,1,0.17,78
30922682,0,0.0,132
37015955,39,6.5,22
39854024,0,0.0,16
70974096,0,0.0,92
42779182,0,0.0,83
22411137,0,0.0,174
63445182,0,0.0,36
13600957,4,0.67,116
33231075,0,0.0,51
71892112,0,0.0,149
36891636,0,0.0,34
88783221,19,3.17,127
39936378,0,0.0,32
87160390,18,3.0,141
18905808,0,0.0,127
42708134,0,0.0,58
23867431,0,0.0,77
65456172,33,5.5,60
47394405,0,0.0,130
28141080,12,2.0,95
51090756,0,0.0,92
15421251,0,0.0,54
50782551,0,0.0,52
46554696,0,0.0,110
63846322,19,3.17,22
52976919,0,0.0,172
42083981,27,4.5,54
70868420,0,0.0,139
75141905,13,2.17,7
60479826,0,0.0,15
85555595,0,0.0,62
45763409,23,3.83,83
44771741,35,5.83,26
30147914,17,2.83,151
71042274,24,4.0,32
68676502,0,0.0,128
50870096,0,0.0,51
99019008,0,0.0,2
23782350,17,2.83,158
99746696,0,0.0,12
12275598,0,0.0,136
14892571,1,0.17,36
76241431,0,0.0,148
64822908,0,0.0,28
69556258,0,0.0,62
70081877,24,4.0,155
76120474,0,0.0,102
87266579,4,0.67,143
93922240,0,0.0,136
10019156,0,0.0,77
34193456,6,1.0,113
12570348,0,0.0,35
29339904,0,0.0,113
84073609,0,0.0,151
56597166,6,1.0,7
89649146,0,0.0,154
49028538,0,0.0,112
57647611,0,0.0,60
65245653,15,2.5,117
44436241,39,6.5,109
14499311,0,0.0,131
83465759,8,1.33,118
47362714,0,0.0,25
93564251,0,0.0,96
94531729,12,2.0,122
72063270,9,1.5,68
38804060,0,0.0,86
64158919,36,6.0,80
98501045,5,0.83,168
94084190,0,0.0,8
26077985,8,1.33,100
69134883,1,0.17,169
37540987,0,0.0,120
97618597,0,0.0,119
63622714,0,0.0,135
93663358,39,6.5,36
90382344,4,0.67,149
35113778,0,0.0,117
98640034,0,0.0,33
92039377,0,0.0,88
69938189,0,0.0,71
28476763,14,2.33,0
21266205,0,0.0,148
98286211,0,0.0,26
55052863,34,5.67,64
35508248,0,0.0,122
70181915,0,0.0,7
46494539,0,0.0,94
28827457,0,0.0,109
82043213,0,0.0,148
11156245,0,0.0,102
82035486,0,0.0,101
86120467,0,0.0,25
59689468,0,0.0,64
97648933,6,1.0,100
64381878,0,0.0,126
87500483,0,0.0,164
49738830,0,0.0,164
58480343,0,0.0,105
69996376,32,5.33,13
51760768,0,0.0,33
23457080,0,0.0,163
81570782,0,0.0,88
57331945,0,0.0,83
45362948,0,0.0,5
30435121,0,0.0,71
39190953,0,0.0,55
69513211,0,0.0,150
36432395,0,0.0,179
70481382,0,0.0,166
30888209,0,0.0,78
40978633,0,0.0,178
70322781,0,0.0,65
78826219,0,0.0,2
72666873,7,1.17,23
31825552,0,0.0,145
21631400,0,0.0,159
36613746,31,5.17,16
68301691,0,0.0,8
35298938,9,1.5,168
98572022,0,0.0,106
43357473,0,0.0,32
16849221,0,0.0,175
20276325,0,0.0,82
86181548,0,0.0,68
99469241,18,3.0,108
97695777,0,0.0,64
19851205,29,4.83,63
10270001,15,2.5,37
57852900,0,0.0,169
11399298,0,0.0,78
47701845,0,0.0,107
99743189,0,0.0,38
77891273,0,0.0,19
53660866,0,0.0,105
37607548,0,0.0,62
59793355,0,0.0,33
73564892,14,2.33,148
27490607,0,0.0,48
15755536,5,0.83,113
27114380,7,1.17,110
68201463,0,0.0,170
21562817,0,0.0,113
12763779,0,0.0,172
46412646,0,0.0,150
95906960,36,6.0,126
54359378,0,0.0,20
31020996,37,6.17,133
25725535,0,0.0,163
81002057,0,0.0,65
41747976,0,0.0,97
49236300,0,0.0,117
71501716,0,0.0,171
78364823,0,0.0,113
43099267,0,0.0,173
83728954,0,0.0,50
61951074,26,4.33,85
91121538,0,0.0,20
39616451,0,0.0,20
33782567,0,0.0,140
28915637,23,3.83,172
74043810,0,0.0,83
82132062,0,0.0,111
86418103,6,1.0,45
35451115,28,4.67,61
72590275,0,0.0,98
14784973,0,0.0,61
64101132,0,0.0,165
78399770,0,0.0,86
93687685,0,0.0,93
11435367,11,1.83,177
68643696,0,0.0,143
55664080,31,5.17,136
70409832,0,0.0,108
52209016,15,2.5,17
22595379,14,2.33,84
40449729,0,0.0,29
82495923,0,0.0,159
94931931,24,4.0,127
35243818,27,4.5,122
79773785,25,4.17,118
38707349,0,0.0,0
61766378,0,0.0,175
89291202,0,0.0,152
64403298,40,6.67,54
25429051,12,2.0,106
47908921,0,0.0,108
75096075,0,0.0,29
45513047,0,0.0,132
25005252,7,1.17,103
33279699,0,0.0,51
44532966,25,4.17,98
89965734,4,0.67,20
37535144,0,0.0,19
55807416,0,0.0,129
36061492,0,0.0,176
37845100,0,0.0,98
78427019,0,0.0,171
10984588,0,0.0,160
48003831,0,0.0,119
97888841,0,0.0,116
10481632,0,0.0,24
17723047,16,2.67,169
34776015,0,0.0,56
39196927,0,0.0,143
18918562,8,1.33,105
34416514,16,2.67,100
55993847,40,6.67,133
88510809,0,0.0,46
82213002,0,0.0,43
24886781,0,0.0,39
70132166,25,4.17,128
86908660,0,0.0,179
39227191,0,0.0,93
77135369,28,4.67,49
38872553,0,0.0,32
90521377,0,0.0,155
40613058,23,3.83,107
95536455,0,0.0,35
70595786,0,0.0,67
60543852,0,0.0,109
75261548,21,3.5,89
27750431,0,0.0,138
54280248,0,0.0,24
44822065,12,2.0,100
47239247,0,0.0,157
45580614,0,0.0,44
81747110,0,0.0,73
85486764,0,0.0,162
41369541,0,0.0,7
96417276,14,2.33,33
63531738,0,0.0,3
98261797,2,0.33,4
86298453,0,0.0,173
24632787,0,0.0,40
96826584,0,0.0,21
14934990,0,0.0,173
91209083,0,0.0,111
42242032,0,0.0,137
73794852,25,4.17,44
73463472,0,0.0,74
76819360,0,0.0,17
99607957,29,4.83,92
17760004,34,5.67,7
23429734,0,0.0,12
58302865,0,0.0,49
69970725,0,0.0,155
91377652,0,0.0,28
58984542,26,4.33,27
75659711,0,0.0,39
70893833,0,0.0,45
74910926,17,2.83,80
46147881,27,4.5,1
27795759,28,4.67,136
69105361,0,0.0,96
16774870,0,0.0,1
40513376,0,0.0,119
50658959,0,0.0,151
55368117,0,0.0,152
98113314,0,0.0,147
95007969,0,0.0,6
19137819,0,0.0,36
55893516,27,4.5,1
83633231,0,0.0,94
65670586,0,0.0,158
28962244,0,0.0,20
27550054,0,0.0,149
77370284,0,0.0,31
14529943,0,0.0,126
87757628,0,0.0,137
64884186,3,0.5,115
23930333,24,4.0,75
90088377,13,2.17,74
87562778,0,0.0,133
14775833,0,0.0,144
42123007,1,0.17,84
41522310,0,0.0,17
55790633,0,0.0,36
53156020,0,0.0,117
46654266,16,2.67,23
53199013,23,3.83,125
60235844,0,0.0,2
33548374,0,0.0,174
47118939,0,0.0,95
81408353,25,4.17,116
13182132,0,0.0,19
80549727,0,0.0,40
40063151,14,2.33,54
90544094,0,0.0,13
51540754,0,0.0,135
83746312,0,0.0,52
72091445,0,0.0,108
70592764,0,0.0,82
71637625,0,0.0,59
68203138,10,1.67,38
43698807,0,0.0,30
49268380,14,2.33,47
49466425,0,0.0,29
63515466,19,3.17,66
38245402,31,5.17,67
28295776,5,0.83,121
17069222,0,0.0,50
34435422,0,0.0,166
27319013,0,0.0,144
39428781,18,3.0,161
21926106,0,0.0,91
50112074,0,0.0,87
28573434,32,5.33,48
71104574,0,0.0,76
24387810,0,0.0,157
44106658,0,0.0,56
31876123,24,4.0,173
68980966,3,0.5,42
86778368,0,0.0,91
33916824,0,0.0,89
17707690,0,0.0,42
17003621,15,2.5,172
47357506,5,0.83,32
89643698,0,0.0,42
24036865,17,2.83,63
69658449,0,0.0,0
17467133,0,0.0,178
70125675,31,5.17,36
63838793,22,3.67,108
72622472,37,6.17,73
98668417,0,0.0,41
11180859,20,3.33,44
22976357,10,1.67,50
50287646,23,3.83,66
79089289,0,0.0,4
25269936,0,0.0,75
26399173,0,0.0,119
42754671,0,0.0,1
80050480,0,0.0,35
